"ArtistID","Handle","Location","Country","Birthdate","RealName","Website","Info","Alive"
81,Azo,,us,,Jesse Worley,,,1
84,Bacter,,il,,Itzik Shemesh-Sarel,,,1
86,Baggio,,se,,Robert Hogberg,,,1
87,Baktery,,,,,,,1
88,BAM,,se,,Niklas Johansson,,,1
89,Banana,,de,,Christof Mühlan,,,1
90,Banana.burn hollywood,,,,,,,1
91,Baz,,gb,,Barry Leitch,,,1
92,Bartesek,,pl,,Bartosz Niedzwiecki,,,1
93,Bart Klepka,,pl,,,,,1
94,Bart Roijmans,,nl,,,,"Bart Roijmans is a freelance sound designer with over 16 years of experience in composing soundtracks for computergames on various platforms. Besides a composer, he's also an experienced voice actor and sound effect designer.

Early 1990, Roijmans began composing music for games and graphic demos for the MSX system as a hobby. Through mutual friends he got acquainted with his current employer Engine Software, who were also active in the MSX-scene at that time. In 1992 he finished his first game soundtrack for a non-commercial project.

Not particularly looking for a job in the games-industry he went to college studying computer science. Meanwhile Engine Software turned professional in 1995, and was still looking for a sound designer. After his graduation in 1999 Roijmans joined the Engine Software team, and has been working there ever since. He has worked on the soundtracks of virtually every Engine Software title on PC/CD-ROM, Smartphone, Pocket-PC, SNES, Gameboy Color, Gameboy Advance, Nintendo DS, Nintendo Wii and Sony PSP. Covering many game genres as well as musical styles.

In 2006 he started working as a parttime freelancer on soundtracks for Nintendo DS games, as well as the audio post production of large localization projects.

Besides being a dedicated composer, Roijmans is also a passionate gamer. This combined with his extensive work experience gives him insight on what the publisher or end-user wants to hear.",1
95,Basehead,,us,,Dan Gardopée,,,1
97,Baseline,,,,,,,1
98,Bass,,de,,Patrick Lindsey,,,1
99,Bassline,,gb,,,,,1
100,Bc,,no,,Ørjan Hojem,,,1
101,Beacon,,,,,,,1
102,BeaT,,us,,Seth Peelle,,,1
103,Beathawk,,fi,,Sami A. Kiviniemi,,,1
104,Beathoven,,se,,Karl Ruben Pettersen,,,1
105,Beaver,,ru,,,,,1
106,Beek,,us,,Chris Hampton,,"""I've been making chiptunes and tracker music since the mid 1990's since my introduction to the demoscene, with various periods of varying productivity. i hope you enjoy these ""8bit"", ""amiga"", ""demoscene"", ""tracker"" or ""cracktro"" sounds, whatever you may choose to call them this week ;) -beek (aka beekeeper, b-e-e-k, beekeepr, beekeepsta, bizzeek, or chris j. hampton)"" - Taken from b-e-e-k's soundcloud",1
107,benJam,,de,,Benjamin Metz,,,1
108,Benji,,fr,,,,,1
109,Bent Byte and Band,,,,,,,1
110,Ben Daglish,Derbyshire,gb,,,,"Ben Daglish (born 1966 in London, United Kingdom) is a composer and musician. Originally from London, his parents moved to the steel city of Sheffield when Ben was one. Daglish is known for creating many soundtracks during the 1980s for home computer games, including such Commodore 64 hits as The Last Ninja, Trap, and Deflektor. Daglish teamed up with fellow C64 musician and prolific programmer, Tony Crowther, forming W.E.M.U.S.I.C., which stood for ""We Make Use of Sound In Computers"".

Daglish lives in Derbyshire where he still composes, plays and performs in a number of UK bands, including Loscoe State Opera. He also regularly performs with violinist madfiddler and the band SID80s at retro computer game events such as Back In Time Live and Retrovision. He has also performed with Commodore 64 revival band PRESS PLAY ON TAPE together with Rob Hubbard. He is a fan of the late Ronnie Hazlehurst, a prolific composer for TV.

(excerpt from Wikipedia)",1
112,Betweenzone,,,,,,,1
113,Big Bear,,ch,,Matthias Scheidegger,,,1
114,Big Alec,,de,,Gunnar Gaubatz,,"""Gunnar Gaubatz (Big Alec) is one of the classic composers on the Atari ST and raised the level of Chipsound on the YM a bit higher in the early nineties. He was very eager with producing accurate chip-drums which sounds nearly like sampled. This was before the scene opened up and new programming-techniques evolved. His works are still outstanding in comparison. With ""Prophecy"" he has managed to incorporate new techniques, he called it his crown-jewel, his magnus-opus.""

Microzeit.",1
115,Big Daddy,,de,,,,,1
116,Big Jim,,gb,,James Storer,,,1
117,Biotic,,,,,,,1
118,Bissm,,,,,,,1
119,Bitboy,,,,,,,1
120,BIT,,no,,,,,1
121,BitArts,near Köln,de,,Norbert Röcher,,,1
123,Blackspawn,,,,,,,1
124,Blackstar,,,,,,,1
125,Blackthorne,,de,,Michael Poldner,,,1
126,Black Fox,,au,,,,,1
127,Black Shadow,,,,,,,1
128,Bluejooz,,uk,,Vini Whittingham,,,1
129,Blue Silence,,fr,,Christophe Cassier,,,1
130,Blue Zone,,sk,,Matej Bartos,,,1
131,Boomerang,,se,,,,,1
132,Boz,,gb,,Alistair Bowness,,,1
133,Brainbug,,no,,Rainer Nielsen,,,1
134,Brainbuster,,no,,Alexander Stenhjem,,,1
136,Brave New Music,,,,,,,1
137,Breeze,,se,,Henri Hurtig,,,1
139,Brian Caos,,dk,,Brian Pedersen,,,1
140,Brian Johnston,,gb,,,,,1
142,Britelite,,fi,,Peter Halin,,,1
143,Brk,,,,,,,1
144,Brothomstates,,fi,,Lassi Nikko,,"When moving from trackers and the demoscene on to commercial music endeavours, Lassi Nikko (a.k.a. Dune) donned the stage name Brothomstates (initial capitalization brothomStates). In the beginning it also functioned as a band name for cooperations and live appearances encompassing fellow musicians such as Mikko Karvonen (a.k.a. Yolk, a.k.a. Crankshaft). The Brothomstates name was also used on the Finnish electronic jazz band RinneRadio's remix album ""B"" by Nikko's Orange group mate Veikka Erkola (a.k.a. Sulphur, a.k.a. Ercola), who has also acted as a producer for RinneRadio.",1
145,Brouil,,,,,,,1
146,Bruderliebe,,de,,,,,1
147,Bruno,,fi,,Jussi Pietilä,,R.I.P. http://www.bitfellas.org/page.php?155,0
148,Buddy Bologna,,,,,,,1
149,Bud!,,,,,,,1
150,Bug,,no,,Stein Erik Giske,,"R.I.P

""Previous member Bug (Stein Erik Giske, ex Subway, re Network, 11/90-) tragically died this [1994 or 1995] year, after spending some time at a mental institution. ""

Source [url=http://www.exotica.org.uk/wiki/Razor_1911#Old_Razor_1911_2]ExoticA[/url]

A comment on Pouet says:
Stein Erik Giske aka Bug/Subway,Razor 1911 was killed in 1992 as a result of a car accident, and not suicide",0
151,Bugboy,,,,,,,1
152,Buggs,,,,,,,1
153,Bugi,,,,,,,1
154,Bug Vindicator,,fr,,Laurent Cerf,,,1
155,Bullboy,,,,,,,1
156,Bullet Proof Sounds,,,,,,,1
157,B-Toven,,dk,,,,,1
158,C97,,pl,,Cezary $rednicki,,,1
159,Cadra,,nl,,Casper van der Stelt,,,1
160,Alec Empire,,,,,,,1
161,Cannon,,,,,,,1
162,Capsule,,,,,,,1
163,Captain,,fi,,Markus Kaarlonen,,"Captain is currently 1/3 of the band Poets of the Fall - a finnish rock band.

Check them out at:
http://www.poetsofthefall.com/
http://www.youtube.com/user/PoetsOfTheFallBand",1
165,Carebear,,fi,,,,,1
166,Carlos,,hu,,Gábor Csordás,,if you like songs with heavy modulation and a jazzy flow then give Carlos a try.,1
168,Cartoon,,no,,Andre Fevang,,,1
170,Case Ign,,,,,,Dupe of [artist]4693[/artist],1
171,Catspaw,,us,,Andrew Nissley,,,1
173,C.C. Catch,,us,,Kenny Chow,,,1
174,Cecil Paladin,,,,,,,1
175,Cedyń,"Częstochowa, Silesian Voivodeship",pl,,Marcin Czartynski,,Aka Goaman,1
176,Celestial dawn,,,,,,,1
177,Celsius,,ch,,Neil Gaeggaler,,Now using Renoise. http://www.youtube.com/user/shaypah,1
178,Celtic,Gelnhausen,de,,Sven Lahann,,,1
179,Cemik,,se,,Carl Waern,,,1
181,Ceniq,,,,,,,1
182,Chanel5,,fi,,Eero Lempinen,,,1
183,Chavez,,fi,,Tommi Lauri Juhani Arrela,,,1
184,Cheezy,,,,,,,1
186,Chilli Choc,,de,,,,,1
188,Chimera,,au,,Jonathan Gage,,,1
189,Chimera mv,,,,,,,1
190,Chipper,,fi,,Pasi Seppälä,,,1
191,Chisel,,,,,,,1
192,Choice,,no,,Sondre Kleveland,,,1
193,Chorus,,dk,,Mikkel Ploug Petersen,,,1
194,Chotaire,,de,,,,,1
195,Chris,,fi,,Tuomas Toikkanen,,,1
197,Christian Mæland,Bergen,no,,,,"Former handles: Boomerang, Spacedance, Coldcut and Chris Meland.",1
199,Christian Leuenberg,,,,,,,1
201,Christian mlk,,,,,,,1
202,Christian Zwang,,,,,,,1
203,Chris Glaister,,,,,,,1
204,Chris Holm,,,,,,,1
205,Chris Hülsbeck,,de,,,,"Chris Hülsbeck is an acclaimed composer and sound designer working in the video games industry for well over 20 years. Having provided high quality music and sound for over 75 projects, Chris made himself a name not only with the fans, but also as a trusted contractor. He can create full orchestral scores and electronic compositions as well as many other music styles. Credits include projects like the Star Wars Rogue Squadron Series, Turrican, Tunnel B1, Extreme Assault and Symphonic Shades, a 70 minutes full orchestral concert and CD release covering Hülsbeck's work of 20+ years.

Born 1968 in Kassel / Germany, Chris Hülsbeck found himself dedicated to music at a very young age and started piano lessons with his Grandmother, a well respected piano teacher. Soon after he composed his first original music pieces. At age 14 he got his first computer, the legendary Commodore 64, and started to learn various programming languages while still playing and composing music. A few years later he won the first prize in a computer-music contest hosted by a famous German computer magazine. This was the beginning of his career as a professional composer for computer and video game soundtracks.",1
206,Chris Jarvis,,au,,,,,1
207,Chromag,Nordhorn,de,,,,"Photo & real name removed by request from Chromag, please do not re-add.",1
208,Chrylian,,fr,,Cyril Jegot,,,1
210,Chuck Dodgers,,,,,,,1
211,Rico,,se,,,,,1
212,Cicalone,,,,,,,1
213,Ciccilleju,,it,,,,,1
214,Cicilleju,,it,,Francesco De Giorgio,,,1
215,Circle,,no,,,,,1
216,CJ Imperium,,,,,,,1
217,Claw,,se,,Jan Almqvist ,,,1
218,Clawz,"Savigny-sur-Orge, Paris",fr,,Mathieu Berthaud,,,1
220,Claytonmick,,,,,,,1
221,Clint,,fr,,,,,1
222,Cliver and DJ Bars,,,,,,,1
223,Cloaked Alien,,se,,Daniel Gustafsson,,,1
224,CNCD,,fi,,,,"Finnish demoscene musicians [artist]503[/artist], [artist]298[/artist], [artist]511[/artist] and [artist]332[/artist] have released music on CD under the name CNCD.

Nectarine Demoscene Radio has CNCD's written permission to broadcast their tracks. /raina 2009-10-30",1
225,Cocaine,,de,,,,,1
226,Codec,,se,,Andreas Hedman,,,1
227,Codex,,no,,Jo Gunnarshaug,,,1
228,Codi and you,,,,,,,1
229,Coma,,se,,Daniel Johansson,,,1
230,Compod,,pl,,Roman Majewski,,,1
231,Conceptor,,,,,,,1
232,Connor,,,,,,,1
233,CONS,,de,,Raphael Ludwig,,,1
234,Con,,,,,,,1
235,Contagion,,,,,,,1
236,Contrast,,,,,,,1
237,Coocane,,de,,,,,1
239,Cordis,,dk,,Staffan Werge,,,1
240,CoreTex,,se,,Jonathan Vrålstad,,,1
241,Corge,,,,,,,1
242,Cosmic Trance,,nl,,Christian Stammen,,,1
243,Counterpoint,,ca,,Matthew McLellan,,,1
244,Count Zero,,gb,,Nic Alderton,,,1
246,Crazy,,,,,,,1
247,Cream,,,,,,,1
248,Croaker,,fi,,Jaakko Iisalo,,,1
249,Crud,,fi,,Ville Eriksson,,,1
250,Crux,,fi,,Miska Natunen,,,1
252,Crystal Score,,nl,,Maarten van Strien,,,1
254,!cube,,fi,,Toni Lönnberg,,,1
255,Cubico,,,,,,,1
257,Cutcreator,,dk,,Allan Abildgaard Kirkeby,,,1
258,Cyanid,,,,,,,1
259,Cybelius,,fi,,Johannes Tiusanen,,,1
260,Cyborg Jeff,,be,,Pierre Martin,,,1
267,Cyclone,,ca,,Stefan Xenos,,,1
268,Cygnes,,,,,,,1
269,Cyn,,,,,,,1
270,Cyrex,Eindhoven,nl,,Erik Rijshouwer,,,1
271,Cytron,,gb,,Rune Stamselberg,,,1
272,CZ Tunes,,de,,Chris Z.,,"[url=http://www.youtube.com/user/Willyboycat]YouTube channel[/url]
[url=http://www.myownmusic.de/artistpage_info.php?artist_id=112278]MyOwnMusic.de profile[/url]
",1
273,d0d0,,,,,,,1
274,Daddy Freddy,Pori,fi,,Samuli Kärkiluoma ,,,1
275,Daf Sound,,,,,,"Not to be confused with Daf from the C64 scene :) 
FishGuy876",1
276,Dafrenz,,,,,,,1
277,Danalog,,,,,,,1
278,Danko,,se,,Tomas Danko,,,1
279,Danny Oneway,,DE,,Tobias Bonnke,,"formerly a gfxman, later coder and allrounder",1
280,Dany Carpentier,,,,,,,1
282,Dan Tootill,,gb,,,,,1
283,Dark,,,,,,,1
284,Darkhalo,,us,,Josh Barnett,,,1
285,Dark Angel,,de,,Frank Lautenbach,,,1
286,Dark Sourcerer,,,,,,,1
287,Darren izzard,,,,,,,1
288,Dascon,Oberhausen,de,,Bernd Hoffmann,,,1
289,DaTucker,,nl,,Jarno Beumer,,,1
290,Uncle Art,Scarborough,gb,,Dave Lowe,,"Uncle Art make full-scope artistic music composition for artist placement, film, TV, gaming and theatre.

The production company is a family affair, run by the father and daughter team of David Lowe and Holly Jazz Lowe. David is renowned in the field of music composition and programming thanks to his work with some of the biggest names in the video game industry from the 80s and 90s. He is a musician, singer and songwriter in his own right and has been a professional live musician since the age of 15. In recent years he has honed his mixing and studio skills and now works as a producer and mix producer.

Holly is a professional pianist and singer and also works as a session singer and musician on a variety of professional projects. She was signed to Mercury Records aged 17 as a solo artist and songwriter and recorded an album for international release, since then she used her experience and money to purchase and invest in the recording and production studio that lives on under the name of Uncle Art Music today. She can always be found behind a keyboard or a mixing desk, trying out new ideas and fresh musical interpretations.

David and Holly work closely together in composition, arrangement and production. Between them they cover almost every type of instrument and style. David's decades of experience match perfectly with Holly's expert knowledge of contemporary songwriting, and the between the two of them there's hardly a single aspect of music that isn't covered.",1
291,David Filskov,,,,,,,1
292,David Whittaker,,gb,,,,,1
293,Daxx909,,,,,,,1
295,Da Gany Boe,,,,,,,1
296,db,,fi,,Tero Vedenoja,,,1
297,Db and biotek,,,,,,,
298,Dean,,fi,,Mikko Lipiäinen,,,1
299,Deansdale,,hu,,,,,1
300,deathy,,nl,,,,,1
301,Decibel Overload,,,,,,,1
302,Decker,,no,,Ole-Jakob Berge,,,1
303,Ded Silence,,us,,Josh,,,1
304,Deelite,,se,,Henrik Bertilsson,,,1
306,Deetsay,,fi,,Tero Heikki Mäyränen,,,1
307,Deflex,,,,,,,1
308,Delerious,,,,,,,1
309,Deload,,de,,Thomas Kluck,,,1
310,DeLorean,,fi,,Sakari Hannula,,,1
311,Delos,,,,,,,1
312,Delta,,,,,,,1
313,Delta X,,no,,Gunnar Colbjørnsen,,,1
314,Demon,,,,,,,1
315,Denizen Devade,,,,,,,1
316,Deviator,,,,,,,1
317,Devilock,,de,,Peter Siekmann,,,1
318,DHS,,it,,Carlo Demichelis,,Read the [url=http://www.remix64.com/interview_dhs_of_the_soundwavers.html]Interview[/url] if you want to know some things about this guy.,1
319,Diablo,,dk,,René Bidstrup,,,1
320,Dice,,dk,,Klaus Mulvad Nielsen,,,1
321,Digicrystal,,,,,,,1
322,Digistorm,,nl,,Remko Brugmann,,,1
324,Digit,,se,,,,,1
325,Digital Sanyo,,ca,,Stéphane Martel,,,1
326,Dime,,fi,,Antti Vesa Jaakko Mustakallio,,,1
327,Dim,,,,,,,1
328,DipA,,it,,Davide Di Pasquale,,,1
329,Dir Lay,,,,,,,1
330,Discofrillorna,,,,,,,1
331,Distance,,fi,,Esa Juhani Ruoho,,,1
332,Dizzy,,fi,,Juha Kujanpää,,,1
333,Diz x and scorp,,,,,,,1
334,Djamm,,fr,,Reynald Deliens,,,1
336,DJ Arcas,,,,,,,1
337,DJArtz,Helsinki,fi,,Ari Pulkkinen,,"As a music and audio professional, Ari Pulkkinen has gained the deep knowledge and specialized in the field of music and sound design in game industry. His work as a composer, sound designer as well as music and audio producer has left a memorable mark in many productions and independent projects. As a side dish, Ari’s experience in game producer, designer and concept writer comes in handy along with the slick skill to produce design for trailers and in-game cinematics, including vocal directing.

The Finnish demoscene and mod tracker background was fundamental to Ari’s work. After the years of making music just as a hobby, he was hired to Frozenbyte Inc. in 2003 to make his first commercial product, Shadowgrounds (PC) game (2005) sound design and Original Soundtrack which became an instant cult classic for many gamers. For the educational point of view, diplomas in Professional audio design and producing, Further Education for Producers and Leads of the Finnish Game Industry with Adulta and Music Technology with high valued finnish institution, Sibelius Academy are the proof of talent in black and white.

The actual professional quantum leap for Ari was his five year long career as an in-house Audio Director with Frozenbyte, Inc. working as composer, sound designer and even a writer & designer with the games like Jack Claw Demo (Multiplatform) and Shadowgrounds Survivor (PC/2007) and outsourced to make the highly popular Super Stardust HD (PS3/2007). Now after 8 years of professional work in game industry, Ari has been making games likeTrine (PS3/PC), Angry Birds franchise (multiplatform), Dead Nation (PS3), Outland (PS3/360) and Bike Baron. Ari’s recently published games are Trine 2, Super Stardust Delta, Trine 2 The Goblin Menace and Angry Birds Trilogy and the latest one Resogun for PS4. These games have received rave reviews and praise for their soundtracks and sound design. Ari is currently working with various games and other really interesting projects.",1
338,DJB,,au,,Dwayne Bakewell,,,1
339,DjLizard,,us,,,,,1
341,Dj belsebub and stomlord,,,,,,,1
342,DJ BKDV,,,,,,,1
343,Dj coma,,,,,,,1
344,DJ Dexter,,,,Stefan Hoepner,,,1
345,DJ Flava,,,,,,,1
346,DJ Joge,,fi,,Jouko Karhula,,Awesome composer from Finland!,1
347,DJ Lafpad ft Anita M,,,,,,,1
348,DJ Larry,,,,,,,1
349,Dj ronto,,,,,,,1
350,DJ Tobi,,,,,,,1
351,DJ Yann,,,,,,,1
352,Dk9,,,,,,,1
354,Dma-Sc,,fr,,Mathieu Stempell,,,1
355,DNA-Groove,,il,,Eliran Ben Ishai,,,1
356,Doc,,,,,,,1
357,Doclands,,fr,,Cyrill Payet,,,1
358,Doc Holiday,,de,,Frank Moennix,,,1
359,Doh,,fr,,Nicolas de Les-Essarts,,,1
360,Doj,,de,,Dirk Jagdmann,,,1
361,Doker,,se,,Micke Norberg,,,1
362,Dominei,,no,,Reid Hauke Tønnesen,,,1
363,Domm,,de,,Dominik Bohn,,,1
364,Don Cato,,no,,Werner Berg,,,1
365,DOS,,hu,,Andor Cseh,,,1
366,Dracos,,,,,,,1
367,Dragonfly,,se,,Anders Christiansson,,"Dragonfly has existed in its current form since 1999, working as an independent musician and contractor for video games and electronic music production companies and local artists. Besides his affiliation with the video game industry, Anders also runs the private audio production company Nightside Studios (www.nightside.se).",1
368,Drax,Aalborg,dk,,Thomas Mogensen,,"Handlestory :
""Now, please promise not to laugh... My first handle was in fact Wolfman. Yeah, I know it sounds pretty lame but I guess I'm excused since I was only 11-12 years when I took it. My brother Ole (Pet) is still teasing me with it! I later changed my handle to Drax which isn't much better, but who cares? I have had that handle since 1988-89 and it was Tiger of Noise who suggested it, I guess I just thought: ""Yeah, hmmm... why not?""

Trivia :
Thomas started making music on the C64 in 1988. He joined Vibrants in 1989 as the third member, and immediately started using JCH music-editor V2.53. He composed almost 1000 tunes on the C64 alone, but he has also composed music for other computer formats. In 1996, he joined Maniacs of Noise.

""My brother Ole, being a total computer geek, have definitely influenced me - yeah, that's right, I blame it on you, thank you very much! ;) I remember him programming demos, making graphics, composing music and also some swapping. The music-making especially caught my attention and I started trying out Soundmonitor V1.0 and Rob Hubbard's player in a monitor. I still wonder where my tunes in Hubbard's driver are. My brother was a member of a local group together with Tiger and he played some of my music and Tiger was pleasantly surprised and told me that Bones was looking for a musician. I then sent some music to Max/Bones, he liked it and asked me to join - and I did. Later I joined Noise and after that several other groups.""

""My proudest moment was when I joined Maniacs of Noise. Jeroen Tel contacted me in 1996 and asked if I was interested in being a MoN member. Since MoN was my absolute favourite group, I didn't hesitate for a moment and joined.""

[url]http://noname.c64.org/csdb/scener/?id=16[/url]",1
370,Dreamer,,pl,,Andrzej Dragan,,,1
371,Dreamfish,,gb,,Ian Ford,,,1
372,Flinx,,gb,,Ian Jolly,,,1
373,Drift,,it,,,,,1
374,Drizzt,,,,,,,1
375,Drj,,,,,,,1
376,Drte,,,,,,,1
377,Dr acid,,,,,,,1
378,Dr. Awesome,,no,,Bjørn Lynne,,Also used 'Divinorum' as alias,1
379,Dr Iceman,,,,,,,1
380,DSX Design,,pl,,Andrzej Sikorski,,,1
381,Dt,,,,,,,1
382,Duke,,de,,Boris Bertelsons,,,1
383,Dune,,fi,,Lassi Nikko,,,1
384,Dunkelbunt,,,,,,,1
385,dUpLo,,,,,,,1
386,Dustbin,,it,,Stefano Palmonari,,,1
388,Dvd and sml,,,,,,,1
389,Dwiiezle,,,,,,,1
390,Dynamic,,se,,Martin Collin,,,1
391,Dynamix,,nl,,Joost,,,1
393,d-Zire,,se,,David Johan Elfström,,,1
394,Ecco,,,,,,,1
395,Echo,,gb,,Graham Gray,,,1
396,Ec Rider,,de,,,,,1
397,Edge,,fi,,Kalle Kaivola,,,1
398,Edzes,,no,,Andreas Skaarung,,http://www.myspace.com/edzes,1
399,Egman,,,,,,,1
400,eha,,de,,Erik Hellbing,,,1
401,Einstein,,dk,,Poul Peder Hestbek,,,1
402,Elektro,,fi,,Timo Laitinen,,,1
403,Ellipse,,,,,,,1
404,Elmar,,,,,,,1
406,Elohim,,,,,,,1
407,Elt,,,,,,,1
408,Elwood,Pirkkala,fi,,Jussi-Matti Salmela,,,1
409,El Loco,,no,,Harald Venes,,,1
410,Emax [de],,de,,Benni Pedersen,,,1
411,EMI,,no,,Ronny H. Hollevik,,,1
412,Em Cee,,,,,,,1
413,Eos,,,,,,,1
414,Erek,,,,,,,1
415,Aix,,fr,,Eric Delos,,,1
416,Eric lyden,,fi,,,,,1
417,Polynominal,,fr,,Eric Pochesci,,,1
418,Escape,,,,Gerd Bahl,,,1
419,Esem,,BG,,George Marinov,,,1
420,Esion,,fr,,Eric Fuster,,"R.I.P. (between september 6th and october 23rd 2009)
http://aretesdepoisson.free.fr/esion.html",0
421,Estrayk,,es,,Carlos del Alamo,,,1
422,Etromic,Hejőkeresztúr,hu,,Batta Ádám,,"Tracking since December 10, 2012",1
423,Evrimsson,,us,,Evrim Sen,,,1
424,Excellence in Art,,se,,Per Almered,,,1
425,Fabian,,nl,,Rutger Hoedemakers,,,1
428,Facet,,nl,,Martijn van Meel,,"Ex.Handles: Zoef, Billy, Ato",1
429,Fahruz,,,,,,,1
430,Fairlight,,ca,,Sylvain Martel,,,1
431,Fajser,,se,,Henrik Sundberg,,,1
432,Falcon,,pl,,Jacek Dojwa,,,1
433,Farook,,gb,,,,,1
434,Fash,,se,,Johan Persson,,,1
435,Fate,,,,,,,1
436,FBY,,it,,Fabio Barzagli,,,1
438,Fcs And Rock,,fi,,,,,1
439,FeekZoid,,gb,,Paul Hannay,,,1
440,Felix Lindgren,,se,,,,,1
441,TSM,,de,,Felix Vincent Enzio Schmidt,,,1
442,Ferrara,,fi,,Tony Caven,,,1
443,Ferrera,,,,,,,1
444,Fetto,,,,,,,1
445,Filth,Elsloo,nl,,,,,1
446,Firefly,,,,,,,1
447,Firefox,Stockholm,se,,Jimmy Fredriksson,,"Coming from the demoscene, Jimmy Fredriksson was known as Firefox in the famous Phenomena group. His music is still today recognised by many Amiga owners, especially his theme to the Enigma demo in 1991.

Full name with additional names and such: Jimmy Robert Kenneth Fredriksson.",1
449,Firestorm,,fi,,Panu Aaltio,,"At the age of 27, Panu Aaltio is already an in-demand composer and music producer having worked on projects in his native Finland, many other European countries and in the United States. He has composed music for popular feature films, video games and primetime TV series.

A classically trained cellist since the age of 6, as well as an electronic music enthusiast for just as long, his music embodies a unique and fresh mix of contemporary and tradition.",1
450,Flame,,gb,,Richard James Heasman,,,1
451,Flamingo,,fi,,Jarkko Ilari Kuisma,,,1
452,Fleshbrain,,fi,,Seppo Hurme,,,1
454,Floso,,,,,,,1
455,Flow,,,,,,,
456,Flunkium,,dk,,,,,1
457,Fluxgold,,,,,,,1
458,Fotp,,,,,,,1
459,Fred,,fr,,Frédéric Hahn,,,1
460,Fred Gray,,gb,,,,,1
461,freQvibez,,de,,Alex Brem,,,1
462,Friction,,,,,,,1
463,Front 6,,de,,Sören Gessele,,,1
464,FTC,,,,,,More tunes from FTC on [url=http://www.remix64.com/act/ftc/]remix64[/url],1
465,Fusion,,se,,Jukka Pekka Lukkonen,,,1
